station,AEROPUERTO INTERNACI,ALCANTARILLA,ANDAHUASI,APLAO,AREQUIPA,AYABACA,BUENA VISTA,CAJATAMBO,CALANA,CAMANA,CAMAY,CANDARAVE,CAÑETE,CARAVELI,CAYALTI,CHICLAYO,CHIMBOTE,CHIQUIAN,CHIVAY,CHULUCANAS,CHUQUIBAMBA,CHUSIS,CONTUMAZA,COPARA,CORACORA,COTAHUASI,EL ESPINAL,EL FRAYLE,EL SALTO,FERREÑAFE,HACIENDA BERNALES,HUAMANI,HUANCANO,HUAYAN,IMATA,JAYANCA (LA VIÑA),LA ESPERANZA,LA HACIENDITA,LA JOYA,LA PAMPILLA,LAMBAYEQUE,LAREDO,LLAMA,LOCUMBA,LOMAS DE LACHAY,MALLARES,MATUCANA,MIRAFLORES,MOQUEGUA,MORROPON,MOTUPE,ÑAÑA,OCUCAJE,OLMOS,OMATE,PACARAN,PAMPA BLANCA,PAMPA DE MAJES,PAMPA DE VILLACURI
lat,-12.02424,-11.05028,-11.13361,-16.06944,-16.34378,-4.64389,-9.43361,-10.46694,-17.94889,-16.60667,-10.91325,-17.27111,-13.07506,-15.77139,-6.89778,-6.7813,-9.15054,-10.15028,-15.63806,-5.10167,-15.83806,-5.52528,-7.35583,-14.98278,-15.01694,-15.37472,-6.82556,-16.08472,-3.44056,-6.72833,-13.7625,-13.84722,-13.62694,-11.45028,-15.83667,-6.32167,-4.93194,-16.99917,-16.5925,-16.40339,-6.70361,-8.08361,-6.50806,-17.60972,-11.36694,-4.86417,-11.83939,-5.16944,-17.16917,-5.18361,-6.15028,-11.98881,-14.38361,-5.76222,-16.6775,-12.86206,-14.23722,-16.32778,-13.95028
long,-77.11091,-77.55028,-77.23361,-72.49056,-71.56606,-79.72861,-78.20028,-76.98361,-70.18611,-72.69694,-77.64917,-70.25389,-76.33069,-73.36167,-79.55889,-79.82648,-78.52591,-77.15028,-71.59694,-80.16944,-72.64861,-80.84722,-78.83028,-74.915,-73.78361,-72.89111,-79.21639,-71.18722,-80.32194,-79.77917,-75.96583,-75.59306,-75.67778,-77.11694,-71.08778,-79.77944,-81.06778,-71.58861,-71.91917,-71.51683,-79.92139,-78.85028,-79.11861,-70.76222,-77.36694,-80.74556,-76.37828,-80.62694,-70.93167,-79.98361,-79.73361,-76.83911,-75.66694,-79.86389,-70.9825,-76.05508,-75.10167,-72.21083,-75.80028
Z,22,133,806,624,2545,2835,215,4049,871,29,59,3441,114,1756,70,29,14,3344,3661,86,2832,5,2593,567,3177,5088,460,4269,2,42,295,1024,849,352,4446,79,6,282,1278,2393,15,253,2031,646,259,40,2418,41,1439,116,123,523,307,120,2065,687,1073,1442,438
Jan-2008,#N/A,23.65,#N/A,23.761290325,#N/A,13.087096775,25.28870968,9.917741937,21.037096775,#N/A,20.55,11.2645161275,#N/A,19.808064515,27.39032258,#N/A,#N/A,13.2467741935,11.224193547,27.32580645,9.370967741,26.47096774,14.077419355,24.8,12.0145161315,15.377419355,#N/A,7.51935484,#N/A,#N/A,23.537096775,21.777419355,#N/A,23.70483871,5.32924731,25.92580645,25.63387097,#N/A,20.25806452,16.038709675,23.562903225,#N/A,15.19516129,#N/A,22.456451615,27.2,14.56935484,27.48387097,19.933870965,26.82096774,#N/A,21.812903225,25.23387097,#N/A,17.99516129,23.567741935,21.772580645,19.27903226,#N/A
Feb-2008,#N/A,24.263793105,#N/A,23.44137931,#N/A,12.76896552,26.18793103,9.4551724145,20.687931035,#N/A,20.6137931,10.8724137935,#N/A,19.653448275,28.26551724,#N/A,#N/A,12.144827588,11.032758621,27.20862069,9.0655172395,27.41724138,13.774137935,25.796551725,11.43965517,15.386206897,#N/A,7.387931034,#N/A,#N/A,24.177458495,23.120689655,#N/A,24.75862069,5.6254926095,26.968965515,27.08103448,#N/A,19.779310345,15.50689655,25.38103448,#N/A,15.279310345,#N/A,24.018965515,27.956896555,14.337931035,28.062068965,20.05,26.681034485,#N/A,22.844827585,25.686206895,#N/A,17.598275865,24.47586207,23.12758621,19.30689655,#N/A
Mar-2008,#N/A,23.92096774,#N/A,22.89032258,#N/A,13.053225805,26.303225805,8.991935484,20.26935484,#N/A,20.58709677,11.033870967,#N/A,19.79516129,28.44516129,#N/A,#N/A,12.667741935,10.9193548395,27.27096774,9.3064516125,28.048387095,13.733870965,25.4516129,10.8629032235,15.5564516135,#N/A,7.2629032265,#N/A,#N/A,24.13870968,24.10645161,#N/A,24.125806455,4.8709677445,27.122580645,27.45096774,#N/A,19.62903226,15.482258065,25.506451615,#N/A,15.66935484,#N/A,23.99516129,28.325806455,14.167741935,28.45806452,19.90645161,26.81935484,#N/A,22.412903225,25.16612903,#N/A,17.045161289,24.762903225,23.772580645,19.07580645,#N/A
Apr-2008,#N/A,21.348333335,#N/A,20.771666665,#N/A,13.191666665,24.496666665,9.8116666685,17.20666667,#N/A,20.788333335,9.4183333335,#N/A,18.94,26.25333333,#N/A,#N/A,12.2250000015,10.1866666665,26.355,9.8099999985,25.936666665,14.1150000015,23.46833333,10.9266666685,15.163333335,#N/A,4.8983333335,#N/A,#N/A,22.858333335,23.16333333,#N/A,23.553333335,2.9333333335,25.263333335,26.061666665,#N/A,18.37666667,14.9016666685,22.415,#N/A,16.203333335,#N/A,22.57,27.345,14.795,26.623333335,18.863333335,26.011666665,#N/A,21.746666665,23.148333335,#N/A,16.2199999985,23.811666665,22.54166667,17.616666665,#N/A
May-2008,#N/A,17.658064515,#N/A,17.390322581,#N/A,13.503225805,21.256451615,9.761290322,14.427419355,#N/A,20.116129035,9.1870967725,#N/A,18.7516129035,23.396774195,#N/A,#N/A,11.8500000015,8.6419354835,23.967741935,9.761290321,23.49354839,13.946774193,20.112903225,10.1903225805,14.5048387095,#N/A,2.2193548405,#N/A,#N/A,18.432258065,19.848387095,#N/A,20.358064515,0.141935484999999,22.458064515,24.437096775,#N/A,17.3129032255,13.982258065,20.312903225,#N/A,16.406451615,#N/A,16.89516129,24.9,14.4596774175,24.1516129,18.2322580665,23.822580645,#N/A,20.532258065,19.6467741925,#N/A,15.7806451595,20.33064516,20.103225805,16.6064516115,#N/A
Jun-2008,#N/A,17.885,#N/A,15.9700000015,#N/A,13.645,20.1,10.361666665,13.181666665,#N/A,20.18333333,8.838333335,#N/A,18.5833333315,23.08,#N/A,#N/A,11.7883333335,8.5466666685,22.595,9.9266666685,21.99,14.0266666685,17.0816666665,10.7416666665,14.7916666685,#N/A,2.18,#N/A,#N/A,16.591666665,16.218333335,#N/A,18.353333335,-0.300000000000001,21.14,23.325,#N/A,15.9333333315,14.186666665,20.36166667,#N/A,17.54,#N/A,14.88,23.42166667,14.878333335,22.88333333,17.5300000015,22.358333335,#N/A,18.266666665,17.0016666665,#N/A,15.4800000015,17.698333335,17.53,15.7333333335,#N/A
Jul-2008,#N/A,18.27096774,#N/A,15.493548389,#N/A,13.446774192,20.28064516,9.6999999985,12.5161290335,#N/A,20.51612903,8.680645162,#N/A,18.427419357,22.44193548,#N/A,#N/A,11.056451613,8.9758064495,22.480645165,10.032258065,21.81612903,13.79032258,15.8451612905,10.56451613,15.0983870975,#N/A,1.832258065,#N/A,#N/A,16.530645165,15.1007526885,#N/A,17.18709677,-0.883870965,20.858064515,22.75645161,#N/A,15.764516127,13.9387096795,20.09032258,#N/A,18.47580645,#N/A,13.85483871,23.6,14.7290322575,22.7483871,17.506451614,22.55806452,#N/A,17.451612905,16.51935484,#N/A,14.993548387,17.4,16.974193547,15.6612903205,#N/A
Aug-2008,#N/A,17.753225805,#N/A,17.0016129045,#N/A,13.8838709695,20.95967742,10.5516129015,13.8225806455,#N/A,20.4983871,9.496774196,#N/A,18.545161292,22.812903225,#N/A,#N/A,12.153225807,9.406451612,22.8983871,9.9387096795,21.867741935,14.2596774215,18.248387095,11.085483869,14.7290322575,#N/A,1.9725806465,#N/A,#N/A,16.941935485,16.7096774205,#N/A,17.067741935,0.0829032249999999,21.24354839,22.737096775,#N/A,16.777419356,14.148387095,19.996774195,#N/A,17.612903225,#N/A,13.77419355,23.53870968,14.8435483855,22.84516129,18.3145161265,22.932258065,#N/A,16.68387097,17.4387096775,#N/A,15.522580643,18.26451613,19.58870968,16.429032259,#N/A
Sep-2008,#N/A,17.7,#N/A,17.726666665,#N/A,14.455,20.693333335,11.4116666665,15.0666666665,#N/A,20.103333335,9.6266666665,#N/A,19.493333335,22.926666665,#N/A,#N/A,12.9716666665,10.671666665,24.211666665,9.9800000015,22.296666665,15.1483333315,19.3883333315,11.9983333335,16.2550000015,#N/A,3.0383333335,#N/A,#N/A,17.77,17.893333335,#N/A,17.986666665,1.01,21.773333335,22.75166667,#N/A,17.5433333315,14.8000000015,19.75,#N/A,17.89833333,#N/A,13.06666667,24.613333335,15.8066666665,23.573333335,18.396666665,24.333333335,#N/A,17.553333335,18.5233333315,#N/A,15.736666665,19.26,20.858095235,16.9266666685,#N/A
Oct-2008,#N/A,18.019354835,#N/A,18.941935485,#N/A,14.011290325,21.24516129,10.6403225785,16.1516129,#N/A,20.337096775,11.048387098,#N/A,19.951612905,23.441935485,#N/A,#N/A,12.7096774215,11.8822580625,24.659677415,10.1903225805,22.03548387,14.67096774,21.26774194,12.6951612885,16.243548388,#N/A,5.672580643,#N/A,#N/A,18.080698925,19.270967745,#N/A,18.33225806,3.7709677405,22.02419355,22.45483871,#N/A,18.041935482,15.5629032265,19.55967742,#N/A,17.243548385,#N/A,13.18709677,24.39516129,15.99516129,23.42903226,18.8016129,24.51935484,#N/A,18.07419355,19.646774195,#N/A,16.8129032275,20.114516125,20.86985112,17.667741935,#N/A
Nov-2008,#N/A,19.318333335,#N/A,20.73666667,#N/A,13.4949999985,22.09,10.4866666685,17.33,#N/A,20.43666667,11.1250000015,#N/A,20.038333335,23.77333333,#N/A,#N/A,12.9997126455,12.5683333335,24.923333335,10.1866666665,22.28333333,14.3733333335,22.525,12.5999999985,16.9166666685,#N/A,6.2283333315,#N/A,#N/A,19.84,20.608333335,#N/A,19.146666665,4.73,22.793333335,22.418333335,#N/A,18.576666665,15.623333335,20.033333335,#N/A,16.403333335,#N/A,14.74,24.66833333,15.48327586,23.98333333,18.84333333,24.81666667,#N/A,19.688333335,21.803333335,#N/A,17.2033333315,21.35,21.613333335,17.965,#N/A
Dec-2008,#N/A,21.32903226,#N/A,22.02903226,#N/A,13.1467741935,23.787096775,10.146774196,18.687096775,#N/A,20.403225805,11.382258063,#N/A,19.522580645,25.196774195,#N/A,#N/A,12.716129031,11.3661290335,25.812903225,9.087096773,23.65483871,13.5774193555,23.743548385,#N/A,15.98064516,#N/A,7.062903224,#N/A,#N/A,21.921182795,21.629143495,#N/A,20.96129032,5.287096776,23.80322581,23.782258065,#N/A,19.058064515,15.5532258045,21.0983871,#N/A,15.561290325,#N/A,16.40967742,25.79516129,14.9274193535,25.393548385,19.10483871,26.019354835,#N/A,20.548387095,23.872580645,#N/A,17.2983870955,22.54193548,22.26129032,18.648387095,#N/A
Jan-2009,#N/A,23.33548387,#N/A,23.27903226,#N/A,13.08387097,25.45483871,9.925806452,20.206451615,#N/A,20.86129032,11.6612903205,#N/A,20.077419355,27.69677419,#N/A,#N/A,12.75967742,11.92580645,26.92096774,9.512903226,#N/A,13.99032258,25.409677415,12.4274193555,16.3983870945,#N/A,7.5806451615,#N/A,#N/A,24.006451615,22.72580645,#N/A,21.067741935,5.319354839,25.44193548,25.851612905,#N/A,19.819354835,16.283870965,23.612903225,#N/A,15.61612903,#N/A,18.22580645,27.846774195,15.072365595,27.729032255,19.87419355,26.598387095,#N/A,21.54193548,25.356451615,#N/A,18.030645165,24.108064515,22.912903225,19.18870968,#N/A
Feb-2009,#N/A,24.36607143,#N/A,24.06964286,#N/A,13.43571429,26.6375,9.65892857,21.0375,#N/A,20.655357145,11.1571428585,#N/A,20.30714286,28.485714285,#N/A,#N/A,12.790285715,11.5982142865,27.194642855,9.0107142865,27.04642857,14.298214285,26.225,11.70357143,15.873214287,#N/A,7.707142857,#N/A,#N/A,25.00357143,22.985714285,#N/A,20.5892857145,5.6223544965,26.3,27.208928575,#N/A,20.44642857,16.41607143,24.607142855,#N/A,15.648214285,#N/A,19.59285714,28.72857143,14.933002645,28.460714285,20.21607143,27.042857145,#N/A,22.08478836,26.11964286,#N/A,17.68392857,24.27142857,21.60357143,19.557142855,#N/A
Mar-2009,#N/A,24.114285715,#N/A,23.491935485,#N/A,13.55967742,26.43548387,9.730645159,20.33548387,#N/A,20.751612905,10.204838712,#N/A,20.267741935,28.441935485,#N/A,#N/A,12.9000000025,11.433870966,27.4483871,8.9258064515,26.951612905,14.61612903,26.090322585,#N/A,15.87903226,#N/A,7.5580645155,#N/A,#N/A,24.903225805,23.32903226,#N/A,20.429032257,5.377419353,26.419354835,27.09516129,#N/A,20.12580645,16.0645161285,24.30501792,#N/A,15.962903225,#N/A,19.45483871,29.05483871,14.862903225,28.62903226,20.03548387,27.10967742,#N/A,22.080645165,26.627419355,#N/A,17.95645161,24.727419355,22.46451613,19.36129032,#N/A
Apr-2009,#N/A,22.523333335,#N/A,21.8,#N/A,13.92,25.235,10.6349999985,18.64666667,#N/A,20.47166667,10.453333335,#N/A,20.025,27.423333335,#N/A,#N/A,12.7649999985,11.1866666665,26.891666665,10.236666665,25.683333335,14.71833333,24.19166667,12.1599999985,16.611666665,#N/A,6.51,#N/A,#N/A,23.58,23.01,#N/A,20.6866666665,4.5533333315,18.38666667,26.125,#N/A,19.41,15.9366666685,23.07,#N/A,16.52333333,#N/A,21.95333333,28.223333335,15.125,#N/A,19.25833333,26.843333335,#N/A,21.473333335,22.82666667,#N/A,17.683333335,23.95666667,21.243333335,18.17,#N/A
May-2009,#N/A,19.306451615,#N/A,19.095161295,#N/A,14.241935485,22.637096775,10.3322580665,16.537096775,#N/A,20.03387097,9.4483870945,#N/A,19.227419355,24.853225805,#N/A,#N/A,12.808064516,9.6419354865,25.97580645,10.0580645175,23.796774195,14.432258062,21.84516129,11.030645162,15.6822580635,#N/A,3.841935485,#N/A,#N/A,20.658172045,21.08064516,#N/A,18.0419354815,1.877419354,17,24.87096774,#N/A,17.825806454,14.858064516,21.282258065,#N/A,16.94354839,#N/A,19.27096774,26.47419355,15.7417130155,25.15806452,18.0483871,25.861290325,#N/A,19.712903225,#N/A,#N/A,16.956451612,21.932258065,20.132258065,16.6467741925,#N/A
Jun-2009,#N/A,18.443333335,#N/A,16.2350000015,#N/A,14.09166667,20.92,10.5383333315,14.2516666665,#N/A,20.53666667,7.456666665,#N/A,19.516666665,23.08,#N/A,#N/A,12.2150000015,8.4762962965,24.038333335,10.0633333315,22.173333335,14.3366666665,17.901666665,10.8783333315,16.0500000015,#N/A,1.30333333,#N/A,#N/A,17.15275862,16.796666665,#N/A,16.07666667,-0.96,16.26666667,23.358333335,#N/A,16.8699999985,14.0949999985,20.553333335,#N/A,17.858333335,#N/A,15.82333333,24.51833333,15.3966666665,23.47666667,17.956666665,23.988333335,#N/A,17.58666667,17.8566666665,#N/A,15.926666665,18.765,17.83,16.7716666665,#N/A
Jul-2009,#N/A,18.69032258,#N/A,15.611290324,#N/A,14.317741935,20.2,10.37419355,13.151612904,#N/A,20.243548385,8.5564516115,#N/A,19.322580645,22.37419355,#N/A,#N/A,12.8741935465,8.814516127,24.14516129,10.122580643,21.89032258,14.7370967745,17.3467741925,10.8983870955,16.3258064505,#N/A,1.6435483875,#N/A,#N/A,17.13005376,16.748387095,#N/A,15.377419355,-0.22002225,15.61935484,23.166129035,#N/A,16.706451614,15.041935485,19.58870968,#N/A,18.78548387,#N/A,15.51935484,24.46612903,15.179032256,23.19354839,17.8919354835,24.13548387,#N/A,17.45317019,16.8193548365,#N/A,15.875806451,18.22580645,18.09032258,16.8758064525,#N/A
Aug-2009,#N/A,17.34354839,#N/A,16.4338709655,#N/A,14.646774195,20.05645161,11.408064515,13.3580645185,#N/A,20.027419355,8.853225804,#N/A,19.4048387115,22.112903225,#N/A,#N/A,12.3516129025,9.2532258065,24.343548385,10.122580646,21.45483871,14.914516129,#N/A,11.593548385,16.4467741935,#N/A,2.1903225805,#N/A,#N/A,16.93548387,#N/A,#N/A,15.45483871,-0.0322580649999997,20.86989247,22.03064516,#N/A,16.7161290345,15.116129034,19.05,#N/A,17.763333335,#N/A,14.091935485,23.741935485,15.4999999995,22.777419355,18.1306451625,24.103225805,#N/A,17.703225805,17.701612903,#N/A,16.2806451605,18.433870965,18.49354839,16.81612903,#N/A
Sep-2009,#N/A,17.575,#N/A,17.7449999985,#N/A,15.39,20.696666665,11.883333335,14.9183333315,#N/A,20.26166667,10.3566666665,#N/A,20.415,22.50333333,#N/A,#N/A,13.2833333335,11.2783333315,25.226666665,10.8766666665,21.926666665,15.3066666685,19.2249999985,12.9700000015,16.3583333335,#N/A,4.4200000015,#N/A,#N/A,17.61229885,18.205,#N/A,15.913333335,2.2599999985,21.31,22.376666665,#N/A,17.8,16.4816666685,19.555,#N/A,19.048333335,#N/A,14.425,24.503333335,16.1583333335,#N/A,19.143333335,24.738333335,#N/A,18.276666665,18.708333335,#N/A,17.085,19.073333335,19.60614035,17.95,#N/A
Oct-2009,#N/A,18.37096774,#N/A,19.65322581,#N/A,15.27096774,21.31935484,11.1048387105,16.35,#N/A,20.338709675,12.4016129025,#N/A,20.682258065,23.251612905,#N/A,#N/A,12.9451612925,12.5580645155,25.896774195,13.5202150515,21.92580645,15.19032258,21.68356855,12.896774194,17.362903225,#N/A,5.888709675,#N/A,#N/A,19.26129032,19.783870965,#N/A,17.361290325,3.8741935465,22.16451613,21.914516125,#N/A,18.5967741925,16.364516128,19.543548385,#N/A,17.820967745,#N/A,15.54032258,24.908064515,16.386935485,23.751612905,19.47096774,25.687096775,#N/A,19.05967742,20.853225805,#N/A,17.520967742,20.88064516,21.79280397,18.609677415,#N/A
Nov-2009,#N/A,19.70166667,#N/A,21.251666665,#N/A,14.785,22.28666667,10.8666666685,18.801666665,#N/A,20.365,12.7783333335,#N/A,20.955,23.90333333,#N/A,#N/A,13.2116666665,12.6150000015,26.038333335,14.33,22.75333333,14.903333335,22.249347825,13.3733333335,17.54166667,#N/A,7.3916666665,#N/A,#N/A,20.19166667,20.983333335,#N/A,18.173333335,5.661666665,22.583333335,22.623333335,#N/A,19.45333333,16.916666665,20.48833333,#N/A,17.495,#N/A,17.85166667,25.38333333,16.095,24.303333335,19.73666667,26.08,#N/A,19.63333333,21.816666665,#N/A,18.715,21.48333333,21.64333333,19.05333333,#N/A
Dec-2009,#N/A,21.251612905,#N/A,22.112903225,#N/A,14.55,23.667741935,10.7451612885,19.911290325,#N/A,20.270967745,12.7403225825,#N/A,20.89516129,26.277419355,#N/A,#N/A,13.308064518,12.740322582,27.11129032,13.932258066,24.803225805,15.22903226,23.825806455,13.212903224,17.1612903235,#N/A,7.2951612915,#N/A,#N/A,21.45806452,21.34354839,#N/A,17.941935485,5.9451612895,24.567741935,24.8483871,#N/A,19.73870968,16.5274193545,22.837096775,#N/A,16.819354835,#N/A,18.73548387,26.925806455,16.087096775,26.31935484,19.69032258,26.661290325,#N/A,20,23.196774195,#N/A,18.72419355,21.812903225,22.296774195,18.859677415,#N/A
Jan-2010,#N/A,23.241935485,#N/A,23.01451613,#N/A,14.375806455,25.514516125,11.272580646,20.325806455,#N/A,20.435483875,13.356451613,#N/A,21.148387095,27.95483871,#N/A,#N/A,13.745161289,12.672580644,27.81129032,14.26129032,27.3,15.55967742,23.296774195,13.6112903245,17.664516125,#N/A,8.7709677405,#N/A,#N/A,23.627419355,22.348387095,#N/A,18.787096775,6.4064516115,25.73548387,26.762903225,#N/A,20.732258065,17.33387097,25.027419355,#N/A,17.04516129,#N/A,20.733870965,28.601612905,16.31026882,28.351612905,20.261290325,27.54516129,#N/A,20.9516129,24.403225805,#N/A,19.03387097,23.396774195,22.816129035,19.23387097,#N/A
Feb-2010,#N/A,25.014285715,#N/A,24.719642855,#N/A,14.948214285,26.83392857,11.932142857,21.939285715,#N/A,20.523214285,13.6946428595,#N/A,22.0875,28.407142855,#N/A,#N/A,13.396428572,13.032142857,27.6,15.2,#N/A,15.85714286,25.30714286,14.605357145,18.316071425,#N/A,9.0285714285,#N/A,#N/A,24.898214285,23.303571425,#N/A,20.84285714,6.514285715,26.5,27.42142857,#N/A,21.935714285,18.51607143,25.42321429,#N/A,17.585714285,#N/A,23.57142857,28.90535714,16.67857143,28.814285715,21.01607143,27.410714285,#N/A,22.21071429,26.142857145,#N/A,19.673214285,24.90535714,23.578571425,20.205357145,#N/A
Mar-2010,#N/A,24.298387095,#N/A,23.26935484,#N/A,14.982258065,26.522580645,11.6596774185,20.05967742,#N/A,20.782258065,13.250000001,#N/A,21.498387095,28.064516125,#N/A,#N/A,13.0403225805,13.2564516115,27.57419355,14.88064516,27.977419355,15.501612905,25.237096775,14.079032257,18.211290325,#N/A,9.0516129025,#N/A,#N/A,24.391935485,23.72580645,#N/A,20.822580645,6.6431182815,26.39677419,27.558064515,#N/A,20.82580645,17.49354839,24.512903225,#N/A,17.737096775,#N/A,22.57580645,29.117741935,16.46451613,28.812903225,20.5,27.3,#N/A,21.970967745,26.38709677,#N/A,19.48064516,24.946774195,23.98387097,19.427419355,#N/A
Apr-2010,#N/A,22.805,#N/A,21.988333335,#N/A,14.871666665,25.35,11.8033333315,19.095,#N/A,20.885,11.6749999985,#N/A,21.111666665,26.756666665,#N/A,#N/A,13.2633333315,12.3516666685,27.03,14.433333335,26.66,15.26,24.26166667,13.3116666665,16.9616666685,#N/A,7.6899999985,#N/A,#N/A,22.64954023,23.01,#N/A,20.433333335,5.4266666685,25.42,26.66,#N/A,19.3,16.943333335,23.138333335,#N/A,16.73,#N/A,21.565,28.16666667,16.386666665,27.28666667,19.52833333,26.57,#N/A,20.913333335,24.74166667,#N/A,19.293333335,23.766666665,22.79333333,18.816666665,#N/A
May-2010,#N/A,19.76774194,#N/A,20.4016129,#N/A,14.646774195,22.40967742,11.2806451595,16.44516129,#N/A,20.47419355,9.514516128,#N/A,20.101612905,24.73548387,#N/A,#N/A,12.603225808,10.4225806435,25.911290325,13.425806451,24.31612903,14.830645163,21.333870965,11.97903226,15.7645161295,#N/A,4.5693548395,#N/A,#N/A,19.64516129,19.97419355,#N/A,17.438709675,3.0258064515,23.27096774,24.767741935,#N/A,18.40645161,15.6580645145,21.27419355,#N/A,17.28387097,#N/A,17.708064515,26.39677419,16.182258064,25.003225805,18.49516129,25.80645161,#N/A,19.177419355,21.60483871,#N/A,18.506451615,21.18064516,21.02580645,18.07903226,#N/A
Jun-2010,#N/A,17.47333333,#N/A,16.8250000015,#N/A,14.30333333,20.071666665,10.4933333315,13.273333335,#N/A,20.48666667,7.5566666665,#N/A,19.64833333,22.45,#N/A,#N/A,11.9966666665,10.705,24.676666665,13.5066666665,22.87,14.486666665,18.13,12.035,15.1433333315,#N/A,4.193793105,#N/A,#N/A,17.241379315,17.32551724,#N/A,15.626666665,2.03,21.57,23.511666665,#N/A,16.676666665,15.076666665,19.67333333,#N/A,16.856666665,#N/A,15.271666665,24.748333335,15.2499999985,23.366666665,18.1583333315,24.57666667,#N/A,17.13,17.761666665,#N/A,17.2033333315,18.61333333,19.136666665,16.746666665,#N/A
Jul-2010,#N/A,15.85,#N/A,14.998387098,#N/A,14.29516129,18.412903225,10.1951612925,12.1887096765,#N/A,19.772580645,6.3951612895,#N/A,18.3145161295,20.65483871,#N/A,#N/A,11.4129032255,9.1290322585,23.433870965,12.416129031,21.196774195,14.0612903205,16.5790322575,10.8870967735,15.1935483885,#N/A,1.312903225,#N/A,#N/A,16.11064516,16.1725806435,#N/A,#N/A,-0.432258065,19.73548387,21.47222222,#N/A,14.9354838725,13.8677419375,18.16935484,#N/A,16.3516129,#N/A,12.882258065,23.501612905,14.164516128,22.077419355,16.508064516,23.270967745,#N/A,16.541935485,16.2306451595,#N/A,16.095161291,17.558064515,17.78387097,15.290322582,#N/A
Aug-2010,#N/A,15.993548385,#N/A,16.57903226,#N/A,14.4467741945,18.61451613,10.9129032265,13.4967741935,#N/A,19.05483871,8.7274193535,#N/A,19.69354839,20.306451615,#N/A,#N/A,20.6483871,11.067741937,23.553225805,13.4645161275,20.89032258,14.277419357,17.8435483865,12.4258064535,16.3290322565,#N/A,3.6451612885,#N/A,#N/A,15.738709675,16.7854838705,#N/A,15.55483871,1.406451615,20.05483871,20.641935485,#N/A,17.222580643,15.380645163,17.79354839,#N/A,17.23387097,#N/A,13.417741935,23.388709675,14.693548389,21.996774195,18.2516129035,23.61129032,#N/A,16.333870965,17.772580647,#N/A,16.7290322585,18.0483871,19.37419355,16.882258063,#N/A
Sep-2010,#N/A,16.575,#N/A,18.1383333335,#N/A,14.455,19.363333335,11.1633333335,14.753333335,#N/A,18.855,11.2716666685,#N/A,19.465,20.85333333,#N/A,#N/A,12.491304348,11.8866666685,23.625,13.073333335,20.84,14.5116666665,19.998333335,12.9466666665,16.3649999985,#N/A,4.7266666685,#N/A,#N/A,17.78666667,18.93333333,#N/A,16.686666665,2.415,20.55,20.656666665,#N/A,16.79,15.2533333315,17.868333335,#N/A,16.14,#N/A,14.47666667,23.061666665,15.531666665,21.93,18.2550000015,23.556666665,#N/A,17.759195405,18.9749999985,#N/A,16.87,19.623333335,19.87,16.9683333335,#N/A
